Datetime;Resolution code;Offshore/onshore;Region;Grid connection type;Measured & Upscaled;Most recent forecast;Most recent P10;Most recent P90;Day Ahead 11AM forecast;Day Ahead 11AM P10;Day Ahead 11AM P90;Day-ahead 6PM forecast;Day-ahead 6PM P10;Day-ahead 6PM P90;Week-ahead forecast;Week-ahead P10;Week-ahead P90;Monitored capacity;Load factor;Decremental bid Indicator
2023-04-17T22:30:00+02:00;PT15M;Onshore;Flanders;Dso;406.57;345.9;251.9;435.4;390.0;288.6;513.2;387.3;278.0;465.6;128.1;48.5;163.1;1353.86;0.3;''
2023-04-17T22:45:00+02:00;PT15M;Onshore;Flanders;Dso;409.2;351.7;254.8;443.8;398.0;303.0;523.0;393.5;287.1;475.5;130.1;49.8;165.4;1353.86;0.3;''
2023-04-17T23:00:00+02:00;PT15M;Onshore;Flanders;Dso;440.0;388.9;300.4;465.8;401.5;311.7;527.8;399.2;288.1;478.7;133.7;51.7;169.5;1353.86;0.32;''
2023-04-17T23:15:00+02:00;PT15M;Onshore;Flanders;Dso;427.84;383.6;286.5;474.8;405.5;319.9;530.3;402.4;286.8;482.5;136.7;54.2;170.8;1353.86;0.32;''
2023-04-17T23:30:00+02:00;PT15M;Onshore;Flanders;Dso;426.03;379.8;284.0;473.5;408.5;325.2;531.2;405.0;283.8;484.0;138.1;55.1;171.8;1353.86;0.31;''
2023-04-17T23:45:00+02:00;PT15M;Onshore;Flanders;Dso;430.78;375.9;281.6;470.8;409.5;329.2;530.7;406.9;280.8;484.6;139.0;55.5;173.1;1353.86;0.32;''
2023-04-18T00:00:00+02:00;PT15M;Onshore;Flanders;Dso;406.15;384.2;299.1;460.2;382.9;304.9;501.8;380.1;232.9;449.4;215.8;159.2;332.5;1353.86;0.3;''
2023-04-18T00:15:00+02:00;PT15M;Onshore;Flanders;Dso;401.44;381.1;282.6;469.3;380.1;304.2;497.2;377.7;227.0;451.5;220.6;164.9;325.9;1353.86;0.3;''
2023-04-18T00:30:00+02:00;PT15M;Onshore;Flanders;Dso;391.52;376.9;280.4;470.0;378.1;305.4;489.2;375.7;220.5;457.5;224.5;171.4;318.0;1353.86;0.29;''
2023-04-18T00:45:00+02:00;PT15M;Onshore;Flanders;Dso;390.39;372.8;278.6;468.0;375.7;305.2;479.1;372.3;214.9;458.5;227.2;175.8;310.3;1353.86;0.29;''
2023-04-18T01:00:00+02:00;PT15M;Onshore;Flanders;Dso;371.77;386.2;306.9;451.5;369.9;300.4;471.4;367.7;207.8;464.7;97.0;47.7;172.0;1353.86;0.27;''
2023-04-18T01:15:00+02:00;PT15M;Onshore;Flanders;Dso;375.0;381.0;280.3;465.2;366.0;296.3;465.9;364.8;207.3;473.4;95.3;45.9;166.9;1353.86;0.28;''
2023-04-18T01:30:00+02:00;PT15M;Onshore;Flanders;Dso;374.27;375.5;278.9;468.1;365.5;291.0;463.9;363.8;208.5;488.6;96.2;43.1;166.7;1353.86;0.28;''
2023-04-18T01:45:00+02:00;PT15M;Onshore;Flanders;Dso;380.69;368.7;274.5;465.3;365.1;285.0;462.8;362.5;213.9;503.8;96.8;41.5;167.0;1353.86;0.28;''
2023-04-18T02:00:00+02:00;PT15M;Onshore;Flanders;Dso;373.62;361.2;278.5;426.8;365.8;282.4;464.3;363.9;219.7;513.1;99.6;39.4;171.3;1353.86;0.28;''
2023-04-18T02:15:00+02:00;PT15M;Onshore;Flanders;Dso;372.26;357.1;258.0;440.3;366.4;279.4;464.4;365.1;224.8;513.5;101.9;38.6;173.0;1353.86;0.27;''
2023-04-18T02:30:00+02:00;PT15M;Onshore;Flanders;Dso;354.97;354.5;256.3;444.2;366.7;276.7;464.0;365.1;229.7;508.5;103.5;39.9;171.4;1353.86;0.26;''
2023-04-18T02:45:00+02:00;PT15M;Onshore;Flanders;Dso;351.51;350.9;255.3;444.5;367.2;275.3;465.1;365.8;231.3;505.6;105.6;38.6;170.3;1353.86;0.26;''
2023-04-18T03:00:00+02:00;PT15M;Onshore;Flanders;Dso;361.57;351.5;271.5;413.4;367.4;272.8;467.8;367.0;238.0;506.2;107.8;39.5;171.4;1353.86;0.27;''
2023-04-18T03:15:00+02:00;PT15M;Onshore;Flanders;Dso;364.91;349.2;253.5;429.8;368.6;272.4;466.3;367.0;247.3;507.8;109.5;39.7;169.9;1353.86;0.27;''
2023-04-18T03:30:00+02:00;PT15M;Onshore;Flanders;Dso;375.36;349.6;253.4;437.4;370.3;275.1;467.0;368.1;257.0;510.9;111.3;39.0;168.6;1353.86;0.28;''
2023-04-18T03:45:00+02:00;PT15M;Onshore;Flanders;Dso;369.58;349.9;255.7;442.0;368.6;276.0;467.6;368.3;268.2;511.7;115.0;36.8;170.9;1353.86;0.27;''
2023-04-18T04:00:00+02:00;PT15M;Onshore;Flanders;Dso;383.07;354.0;274.5;418.6;368.2;274.4;462.8;368.1;272.0;508.4;118.2;38.2;172.4;1353.86;0.28;''
2023-04-18T04:15:00+02:00;PT15M;Onshore;Flanders;Dso;377.81;357.3;261.3;439.0;370.9;279.4;463.2;369.8;278.6;505.9;120.2;39.2;175.6;1353.86;0.28;''
2023-04-18T04:30:00+02:00;PT15M;Onshore;Flanders;Dso;371.87;359.6;267.7;445.5;374.0;287.6;464.6;373.4;282.1;503.8;121.6;42.5;178.0;1353.86;0.27;''
2023-04-18T04:45:00+02:00;PT15M;Onshore;Flanders;Dso;385.43;365.1;274.3;452.6;378.4;296.0;466.5;377.9;288.4;505.0;123.5;45.9;182.3;1353.86;0.28;''
2023-04-18T05:00:00+02:00;PT15M;Onshore;Flanders;Dso;392.22;373.9;288.8;439.6;387.5;306.7;476.8;386.7;298.9;511.0;125.3;48.6;187.5;1353.86;0.29;''
2023-04-18T05:15:00+02:00;PT15M;Onshore;Flanders;Dso;384.73;379.3;281.2;460.3;392.3;310.3;485.4;392.0;306.7;514.4;127.4;50.5;195.6;1353.86;0.28;''
2023-04-18T05:30:00+02:00;PT15M;Onshore;Flanders;Dso;389.82;385.8;294.2;474.2;397.4;310.6;497.6;397.8;314.1;517.1;131.0;51.3;203.1;1353.86;0.29;''
2023-04-18T05:45:00+02:00;PT15M;Onshore;Flanders;Dso;403.57;393.9;308.7;481.7;403.0;311.8;510.4;401.8;319.6;523.3;133.1;52.8;211.3;1353.86;0.3;''
2023-04-18T06:00:00+02:00;PT15M;Onshore;Flanders;Dso;400.29;409.5;324.7;477.3;406.8;312.6;518.2;406.0;324.2;525.3;138.2;56.0;219.3;1353.86;0.3;''
2023-04-18T06:15:00+02:00;PT15M;Onshore;Flanders;Dso;417.52;417.8;320.7;505.7;412.6;314.4;524.8;411.9;328.7;528.7;140.6;61.4;223.8;1353.86;0.31;''
2023-04-18T06:30:00+02:00;PT15M;Onshore;Flanders;Dso;431.2;424.2;332.6;517.5;414.8;313.6;528.4;414.3;331.4;527.6;144.0;67.8;225.5;1353.86;0.32;''
2023-04-18T06:45:00+02:00;PT15M;Onshore;Flanders;Dso;432.92;434.4;349.7;530.2;420.0;316.7;535.1;419.6;336.5;531.3;146.2;73.6;226.7;1353.86;0.32;''
2023-04-18T07:00:00+02:00;PT15M;Onshore;Flanders;Dso;450.17;451.3;371.7;525.0;434.1;327.8;544.8;433.9;347.8;541.8;149.1;78.9;226.8;1353.86;0.33;''
2023-04-18T07:15:00+02:00;PT15M;Onshore;Flanders;Dso;447.43;456.5;364.8;550.1;436.4;329.4;540.0;434.7;348.9;542.3;152.0;85.1;228.0;1353.86;0.33;''
2023-04-18T07:30:00+02:00;PT15M;Onshore;Flanders;Dso;427.52;456.4;365.2;554.6;429.3;321.9;525.6;428.4;342.4;534.8;155.2;92.5;229.4;1353.86;0.32;''
2023-04-18T07:45:00+02:00;PT15M;Onshore;Flanders;Dso;422.5;447.2;356.8;545.6;415.3;310.8;502.1;414.6;325.8;519.5;162.7;98.0;232.3;1353.86;0.31;''
2023-04-18T08:00:00+02:00;PT15M;Onshore;Flanders;Dso;384.12;417.5;333.4;486.6;386.9;280.9;469.4;385.4;294.5;488.1;167.6;103.6;235.2;1353.86;0.28;''
2023-04-18T08:15:00+02:00;PT15M;Onshore;Flanders;Dso;358.88;405.7;306.6;490.5;368.4;261.8;445.9;365.2;277.2;467.7;173.1;108.2;241.8;1353.86;0.27;''
2023-04-18T08:30:00+02:00;PT15M;Onshore;Flanders;Dso;347.15;404.0;310.2;492.2;355.5;250.0;432.4;352.7;265.3;452.4;180.4;112.3;245.6;1353.86;0.26;''
2023-04-18T08:45:00+02:00;PT15M;Onshore;Flanders;Dso;338.58;401.8;311.9;489.2;339.4;232.8;416.3;337.5;249.8;435.7;187.6;118.5;252.5;1353.86;0.25;''
2023-04-18T09:00:00+02:00;PT15M;Onshore;Flanders;Dso;343.69;411.6;333.6;479.8;318.3;208.9;393.4;314.3;224.9;411.2;196.6;122.7;259.3;1353.86;0.25;''
2023-04-18T09:15:00+02:00;PT15M;Onshore;Flanders;Dso;358.4;419.0;325.7;507.4;307.6;203.1;385.9;302.9;213.7;402.0;205.8;126.5;268.1;1353.86;0.26;''
2023-04-18T09:30:00+02:00;PT15M;Onshore;Flanders;Dso;361.96;429.0;342.0;517.6;308.5;208.5;390.3;302.8;208.7;401.4;214.4;128.8;275.9;1353.86;0.27;''
2023-04-18T09:45:00+02:00;PT15M;Onshore;Flanders;Dso;369.78;451.8;367.7;540.4;317.4;221.9;400.8;310.5;210.7;407.0;224.8;131.6;287.2;1353.86;0.27;''
2023-04-18T10:00:00+02:00;PT15M;Onshore;Flanders;Dso;407.65;390.8;315.3;449.6;336.7;247.8;422.4;330.7;231.7;426.4;238.5;138.5;298.5;1353.86;0.3;''
2023-04-18T10:15:00+02:00;PT15M;Onshore;Flanders;Dso;410.02;398.4;296.6;478.4;350.4;264.0;439.3;345.0;253.1;441.9;247.8;145.9;310.0;1353.86;0.3;''
2023-04-18T10:30:00+02:00;PT15M;Onshore;Flanders;Dso;402.71;402.8;308.0;484.9;363.2;280.8;451.5;357.4;268.4;455.7;258.1;155.3;319.7;1353.86;0.3;''
2023-04-18T10:45:00+02:00;PT15M;Onshore;Flanders;Dso;397.31;406.6;319.6;493.7;383.5;300.2;472.5;376.2;294.0;473.6;268.7;169.3;331.4;1353.86;0.29;''
2023-04-18T11:00:00+02:00;PT15M;Onshore;Flanders;Dso;355.57;430.1;353.4;485.9;409.8;324.8;496.9;405.4;322.4;505.3;282.3;179.4;344.4;1353.86;0.26;''
2023-04-18T11:15:00+02:00;PT15M;Onshore;Flanders;Dso;395.4;433.7;332.5;506.4;428.3;339.1;508.7;423.2;335.9;527.7;295.3;194.3;357.0;1353.86;0.29;''
2023-04-18T11:30:00+02:00;PT15M;Onshore;Flanders;Dso;397.59;436.0;342.0;514.5;440.2;345.0;508.7;435.1;337.4;544.6;307.8;204.0;367.4;1353.86;0.29;''
2023-04-18T11:45:00+02:00;PT15M;Onshore;Flanders;Dso;394.47;438.4;350.8;516.0;449.4;349.6;511.1;444.0;341.7;558.3;319.5;216.5;380.4;1353.86;0.29;''
2023-04-18T12:00:00+02:00;PT15M;Onshore;Flanders;Dso;474.02;455.0;374.6;517.1;456.1;353.2;512.7;452.5;341.9;567.9;333.2;231.6;395.5;1353.86;0.35;''
2023-04-18T12:15:00+02:00;PT15M;Onshore;Flanders;Dso;503.6;454.1;354.4;529.8;460.5;356.0;515.1;457.9;343.2;572.2;346.1;244.9;407.7;1353.86;0.37;''
2023-04-18T12:30:00+02:00;PT15M;Onshore;Flanders;Dso;500.0;454.5;360.1;531.6;462.4;355.9;521.5;458.6;344.8;574.1;360.6;257.5;420.4;1353.86;0.37;''
2023-04-18T12:45:00+02:00;PT15M;Onshore;Flanders;Dso;493.3;454.7;365.1;526.6;459.5;354.2;521.7;454.6;338.7;565.8;376.3;273.1;437.1;1353.86;0.36;''
2023-04-18T13:00:00+02:00;PT15M;Onshore;Flanders;Dso;551.81;450.1;356.6;518.9;447.3;341.5;513.0;442.1;324.7;548.8;396.6;294.7;458.3;1353.86;0.41;''
2023-04-18T13:15:00+02:00;PT15M;Onshore;Flanders;Dso;523.94;449.9;337.2;533.1;443.2;331.6;508.0;436.2;318.2;533.3;410.4;308.1;470.9;1353.86;0.39;''
2023-04-18T13:30:00+02:00;PT15M;Onshore;Flanders;Dso;518.28;451.6;349.9;534.1;439.4;322.3;501.5;432.3;314.0;520.6;417.1;314.5;479.4;1353.86;0.38;''
2023-04-18T13:45:00+02:00;PT15M;Onshore;Flanders;Dso;519.2;454.4;359.9;532.4;436.2;313.1;496.4;426.6;310.7;509.0;421.1;318.3;481.7;1353.86;0.38;''
2023-04-18T14:00:00+02:00;PT15M;Onshore;Flanders;Dso;487.43;470.1;379.8;543.0;430.0;306.2;489.0;421.1;309.1;501.4;420.2;317.8;481.8;1353.86;0.36;''
2023-04-18T14:15:00+02:00;PT15M;Onshore;Flanders;Dso;448.89;470.2;365.2;559.7;426.3;297.3;488.0;418.5;307.4;502.6;417.8;314.3;479.8;1353.86;0.33;''
2023-04-18T14:30:00+02:00;PT15M;Onshore;Flanders;Dso;430.39;469.5;374.4;556.7;423.5;292.5;486.6;416.5;308.4;511.5;413.1;309.9;476.5;1353.86;0.32;''
2023-04-18T14:45:00+02:00;PT15M;Onshore;Flanders;Dso;434.19;467.7;379.6;549.2;423.1;288.3;486.7;415.0;310.8;519.2;401.5;298.8;463.0;1353.86;0.32;''
2023-04-18T15:00:00+02:00;PT15M;Onshore;Flanders;Dso;380.8;474.8;391.0;545.8;421.2;283.5;484.7;413.6;310.7;522.4;384.0;280.9;445.5;1353.86;0.28;''
2023-04-18T15:15:00+02:00;PT15M;Onshore;Flanders;Dso;341.91;474.6;371.6;564.0;421.4;281.7;484.9;414.5;311.0;523.7;370.1;268.2;431.5;1353.86;0.25;''
2023-04-18T15:30:00+02:00;PT15M;Onshore;Flanders;Dso;345.82;474.2;379.9;563.0;423.8;280.9;487.7;416.8;314.7;525.8;358.8;256.5;418.8;1353.86;0.26;''
2023-04-18T15:45:00+02:00;PT15M;Onshore;Flanders;Dso;348.42;477.4;388.3;560.9;429.3;282.8;493.0;421.8;319.7;527.9;348.0;244.9;407.9;1353.86;0.26;''
2023-04-18T16:00:00+02:00;PT15M;Onshore;Flanders;Dso;361.08;480.9;393.7;558.1;434.1;288.5;497.7;427.8;329.0;534.1;336.4;232.8;398.0;1353.86;0.27;''
2023-04-18T16:15:00+02:00;PT15M;Onshore;Flanders;Dso;364.48;483.7;394.3;551.1;438.7;295.5;499.9;433.5;342.4;540.5;326.9;224.2;387.1;1353.86;0.27;''
2023-04-18T16:30:00+02:00;PT15M;Onshore;Flanders;Dso;364.91;485.8;391.7;542.8;447.2;307.5;504.1;443.1;360.2;549.7;316.4;213.9;377.2;1353.86;0.27;''
2023-04-18T16:45:00+02:00;PT15M;Onshore;Flanders;Dso;379.65;492.3;390.9;540.5;458.0;323.2;511.0;453.9;377.4;560.1;305.6;203.0;365.3;1353.86;0.28;''
2023-04-18T17:00:00+02:00;PT15M;Onshore;Flanders;Dso;398.98;471.5;385.8;545.1;474.4;341.8;527.1;472.1;393.5;570.1;294.9;192.8;355.5;1353.86;0.29;''
2023-04-18T17:15:00+02:00;PT15M;Onshore;Flanders;Dso;398.93;476.0;384.5;561.4;484.2;351.8;534.8;481.0;403.5;569.0;285.4;183.0;346.6;1353.86;0.29;''
2023-04-18T17:30:00+02:00;PT15M;Onshore;Flanders;Dso;424.64;478.3;393.8;566.4;491.6;358.6;541.1;488.8;404.4;563.1;276.2;173.6;337.6;1353.86;0.31;''
2023-04-18T17:45:00+02:00;PT15M;Onshore;Flanders;Dso;528.06;476.9;396.9;563.1;498.2;364.2;550.1;496.0;405.7;556.8;267.9;164.5;328.3;1353.86;0.39;''
2023-04-18T18:00:00+02:00;PT15M;Onshore;Flanders;Dso;527.4;466.9;379.2;541.8;503.2;370.8;558.7;502.4;406.1;550.7;259.2;156.1;318.5;1353.86;0.39;''
2023-04-18T18:15:00+02:00;PT15M;Onshore;Flanders;Dso;542.34;462.3;367.3;551.6;507.3;377.0;565.4;508.4;406.4;547.4;249.9;146.5;310.2;1353.86;0.4;''
2023-04-18T18:30:00+02:00;PT15M;Onshore;Flanders;Dso;509.41;463.3;372.3;552.7;510.4;384.7;570.5;510.7;405.0;547.8;241.1;138.1;301.8;1353.86;0.38;''
2023-04-18T18:45:00+02:00;PT15M;Onshore;Flanders;Dso;486.4;460.8;374.4;549.5;511.0;385.6;576.1;510.4;399.7;546.4;232.3;130.4;293.3;1353.86;0.36;''
2023-04-18T19:00:00+02:00;PT15M;Onshore;Flanders;Dso;478.43;453.8;366.8;530.5;507.4;380.1;578.2;507.5;392.0;539.3;222.9;121.7;285.0;1353.86;0.35;''
2023-04-18T19:15:00+02:00;PT15M;Onshore;Flanders;Dso;475.68;453.6;360.0;542.4;508.6;376.6;586.2;508.2;389.4;539.2;215.2;113.9;277.6;1353.86;0.35;''
2023-04-18T19:30:00+02:00;PT15M;Onshore;Flanders;Dso;470.72;459.8;370.6;550.2;510.9;371.5;602.5;510.6;387.0;540.2;210.8;109.0;271.4;1353.86;0.35;''
2023-04-18T19:45:00+02:00;PT15M;Onshore;Flanders;Dso;460.53;470.2;385.6;559.6;513.0;365.8;620.0;510.7;383.4;543.6;204.1;104.0;266.8;1353.86;0.34;''
2023-04-18T20:00:00+02:00;PT15M;Onshore;Flanders;Dso;471.14;498.0;410.8;569.7;517.4;366.9;636.4;516.1;383.8;549.1;201.0;100.9;263.2;1353.86;0.35;''
2023-04-18T20:15:00+02:00;PT15M;Onshore;Flanders;Dso;465.77;511.0;414.7;591.1;519.7;368.6;648.6;517.3;381.2;551.7;197.7;98.0;260.3;1353.86;0.34;''
2023-04-18T20:30:00+02:00;PT15M;Onshore;Flanders;Dso;474.15;521.3;427.9;597.4;521.2;376.4;656.0;520.0;377.5;554.0;194.4;95.0;257.1;1353.86;0.35;''
2023-04-18T20:45:00+02:00;PT15M;Onshore;Flanders;Dso;439.67;536.7;442.4;607.9;524.8;382.3;662.7;521.8;376.4;557.8;192.9;93.7;255.8;1353.86;0.32;''
2023-04-18T21:00:00+02:00;PT15M;Onshore;Flanders;Dso;439.73;534.8;454.3;601.4;525.6;390.4;671.0;521.6;376.5;558.1;192.2;93.0;254.8;1353.86;0.32;''
2023-04-18T21:15:00+02:00;PT15M;Onshore;Flanders;Dso;452.84;549.9;462.3;625.3;526.3;399.7;674.3;523.3;380.0;563.4;192.3;91.8;254.1;1353.86;0.33;''
2023-04-18T21:30:00+02:00;PT15M;Onshore;Flanders;Dso;461.52;560.9;475.2;637.6;529.1;409.3;677.1;524.7;387.2;567.0;190.8;90.4;252.4;1353.86;0.34;''
2023-04-18T21:45:00+02:00;PT15M;Onshore;Flanders;Dso;472.42;570.5;485.4;647.6;532.3;418.3;681.3;527.1;389.6;570.4;189.4;90.7;252.6;1353.86;0.35;''
2023-04-18T22:00:00+02:00;PT15M;Onshore;Flanders;Dso;493.66;565.3;495.9;629.9;533.7;428.5;680.1;529.3;391.4;572.3;190.3;89.9;251.1;1353.86;0.36;''
2023-04-18T22:15:00+02:00;PT15M;Onshore;Flanders;Dso;531.24;571.8;493.2;643.2;537.1;441.0;680.2;533.9;394.0;575.7;190.1;89.2;249.8;1353.86;0.39;''
2023-04-18T22:30:00+02:00;PT15M;Onshore;Flanders;Dso;542.02;573.8;496.4;653.0;541.6;458.9;679.8;538.2;399.5;582.6;189.8;87.7;249.6;1353.86;0.4;''
2023-04-18T22:45:00+02:00;PT15M;Onshore;Flanders;Dso;555.26;573.4;494.8;658.3;549.3;476.3;681.3;546.8;408.8;592.2;188.5;87.9;248.3;1353.86;0.41;''
2023-04-18T23:00:00+02:00;PT15M;Onshore;Flanders;Dso;558.59;548.0;472.7;609.9;557.7;489.7;684.3;559.5;423.4;604.4;187.1;86.9;247.3;1353.86;0.41;''
2023-04-18T23:15:00+02:00;PT15M;Onshore;Flanders;Dso;566.2;549.0;463.6;618.8;565.3;497.6;684.1;566.0;430.0;612.9;186.2;85.8;247.1;1353.86;0.42;''
2023-04-18T23:30:00+02:00;PT15M;Onshore;Flanders;Dso;573.55;549.3;468.3;625.1;570.4;499.1;679.7;569.0;434.4;614.1;185.3;85.3;246.8;1353.86;0.42;''
2023-04-18T23:45:00+02:00;PT15M;Onshore;Flanders;Dso;555.91;551.1;469.7;627.5;578.8;500.9;679.3;570.6;436.0;616.4;185.0;85.0;246.7;1353.86;0.41;''
2023-04-19T00:00:00+02:00;PT15M;Onshore;Flanders;Dso;552.0;550.8;480.3;614.1;551.5;464.6;633.2;553.6;418.0;604.8;523.1;443.0;615.4;1353.86;0.41;''
2023-04-19T00:15:00+02:00;PT15M;Onshore;Flanders;Dso;531.14;547.1;465.9;623.8;542.2;449.8;619.4;543.3;412.7;593.6;522.4;446.0;614.0;1353.86;0.39;''
2023-04-19T00:30:00+02:00;PT15M;Onshore;Flanders;Dso;523.43;543.5;468.2;627.9;536.4;437.9;613.2;538.2;408.0;585.4;520.1;441.5;616.3;1353.86;0.39;''
2023-04-19T00:45:00+02:00;PT15M;Onshore;Flanders;Dso;506.31;540.9;465.6;630.0;530.4;424.3;607.8;530.0;400.0;577.4;517.3;438.3;621.0;1353.86;0.37;''
2023-04-19T01:00:00+02:00;PT15M;Onshore;Flanders;Dso;506.45;555.7;484.0;617.3;523.9;414.4;605.0;524.5;392.7;573.0;273.7;200.3;387.6;1353.86;0.37;''
2023-04-19T01:15:00+02:00;PT15M;Onshore;Flanders;Dso;508.74;548.9;467.5;625.5;518.8;406.8;602.8;517.6;387.4;569.1;268.6;198.0;385.8;1353.86;0.38;''
2023-04-19T01:30:00+02:00;PT15M;Onshore;Flanders;Dso;493.52;542.2;464.9;625.1;514.8;403.5;601.5;514.1;385.4;572.0;265.1;202.3;385.3;1353.86;0.36;''
2023-04-19T01:45:00+02:00;PT15M;Onshore;Flanders;Dso;478.63;538.3;460.7;625.7;513.2;399.2;604.8;513.7;377.7;575.6;261.9;205.4;382.3;1353.86;0.35;''
2023-04-19T02:00:00+02:00;PT15M;Onshore;Flanders;Dso;481.51;528.0;450.7;596.5;512.9;398.2;605.9;513.4;367.6;581.7;261.4;206.4;380.7;1353.86;0.36;''
2023-04-19T02:15:00+02:00;PT15M;Onshore;Flanders;Dso;430.78;521.1;434.8;602.8;513.5;394.7;603.8;513.2;349.3;589.5;261.7;203.3;376.2;1353.86;0.32;''
2023-04-19T02:30:00+02:00;PT15M;Onshore;Flanders;Dso;401.93;516.1;433.6;601.1;511.3;387.4;596.1;512.1;327.2;597.8;260.8;199.5;371.8;1353.86;0.3;''
2023-04-19T02:45:00+02:00;PT15M;Onshore;Flanders;Dso;379.67;510.1;430.8;594.7;511.3;383.6;591.2;511.7;314.9;606.1;260.8;196.0;368.5;1353.86;0.28;''
2023-04-19T03:00:00+02:00;PT15M;Onshore;Flanders;Dso;361.61;498.2;418.6;565.7;512.8;384.9;587.6;513.1;318.1;615.5;262.4;192.1;367.7;1353.86;0.27;''
2023-04-19T03:15:00+02:00;PT15M;Onshore;Flanders;Dso;364.83;491.8;397.3;574.8;511.7;385.1;583.4;511.8;332.4;626.6;262.9;186.5;366.0;1353.86;0.27;''
2023-04-19T03:30:00+02:00;PT15M;Onshore;Flanders;Dso;410.81;486.5;399.3;569.7;509.6;388.1;581.2;509.3;347.5;640.4;262.8;180.7;365.3;1353.86;0.3;''
2023-04-19T03:45:00+02:00;PT15M;Onshore;Flanders;Dso;404.63;481.3;398.4;564.2;507.7;390.9;579.0;507.9;354.7;655.6;263.6;173.1;366.3;1353.86;0.3;''
2023-04-19T04:00:00+02:00;PT15M;Onshore;Flanders;Dso;402.76;458.3;378.7;529.6;504.0;391.8;575.3;504.0;358.2;664.5;264.9;169.7;365.4;1353.86;0.3;''
2023-04-19T04:15:00+02:00;PT15M;Onshore;Flanders;Dso;412.84;454.9;365.0;537.3;500.9;392.1;571.3;501.6;359.3;665.0;264.9;165.0;364.4;1353.86;0.3;''
2023-04-19T04:30:00+02:00;PT15M;Onshore;Flanders;Dso;415.69;452.8;368.7;537.9;499.4;393.2;571.7;498.9;363.5;657.3;265.7;161.9;364.1;1353.86;0.31;''
2023-04-19T04:45:00+02:00;PT15M;Onshore;Flanders;Dso;416.47;452.5;371.8;534.3;494.8;391.9;571.8;495.0;365.9;649.7;265.8;157.4;362.4;1353.86;0.31;''
2023-04-19T05:00:00+02:00;PT15M;Onshore;Flanders;Dso;436.6;442.0;361.7;515.2;491.0;387.8;574.3;490.0;372.1;639.2;266.3;158.6;361.2;1353.86;0.32;''
2023-04-19T05:15:00+02:00;PT15M;Onshore;Flanders;Dso;433.95;442.0;351.2;530.5;487.2;384.5;579.9;486.1;380.3;632.6;267.1;161.9;360.3;1353.86;0.32;''
2023-04-19T05:30:00+02:00;PT15M;Onshore;Flanders;Dso;433.63;443.0;357.0;530.3;485.2;382.6;588.7;484.7;391.5;629.2;267.6;167.1;359.4;1353.86;0.32;''
2023-04-19T05:45:00+02:00;PT15M;Onshore;Flanders;Dso;425.21;447.3;364.6;529.5;485.0;378.0;594.5;484.6;402.0;624.2;269.4;172.8;358.6;1353.86;0.31;''
2023-04-19T06:00:00+02:00;PT15M;Onshore;Flanders;Dso;425.65;450.3;368.3;520.2;487.1;374.8;604.2;486.1;408.8;620.2;270.9;179.4;359.3;1353.86;0.31;''
2023-04-19T06:15:00+02:00;PT15M;Onshore;Flanders;Dso;430.44;450.4;354.8;534.8;488.0;367.9;608.5;486.0;410.6;610.1;271.6;184.5;363.2;1353.86;0.32;''
2023-04-19T06:30:00+02:00;PT15M;Onshore;Flanders;Dso;433.98;449.6;359.7;531.3;486.7;357.9;608.4;485.1;408.1;593.4;272.4;189.6;371.1;1353.86;0.32;''
2023-04-19T06:45:00+02:00;PT15M;Onshore;Flanders;Dso;445.7;450.8;363.7;526.9;488.6;347.7;613.3;485.2;406.4;583.5;272.2;194.1;377.5;1353.86;0.33;''
2023-04-19T07:00:00+02:00;PT15M;Onshore;Flanders;Dso;451.6;454.7;374.4;519.5;494.3;349.9;615.2;490.0;407.7;584.9;269.4;194.4;378.2;1353.86;0.33;''
2023-04-19T07:15:00+02:00;PT15M;Onshore;Flanders;Dso;446.37;452.1;358.3;532.0;491.5;349.7;605.0;487.0;399.0;581.4;269.9;200.5;381.7;1353.86;0.33;''
2023-04-19T07:30:00+02:00;PT15M;Onshore;Flanders;Dso;422.85;444.8;356.1;528.4;484.0;347.3;583.5;480.1;385.0;577.4;275.4;207.9;386.5;1353.86;0.31;''
2023-04-19T07:45:00+02:00;PT15M;Onshore;Flanders;Dso;426.11;436.3;350.6;516.6;469.1;340.7;555.9;464.1;367.8;567.6;280.7;213.9;393.2;1353.86;0.31;''
2023-04-19T08:00:00+02:00;PT15M;Onshore;Flanders;Dso;417.42;412.6;331.8;486.2;445.5;323.6;524.0;441.7;343.8;543.3;288.3;221.2;398.5;1353.86;0.31;''
2023-04-19T08:15:00+02:00;PT15M;Onshore;Flanders;Dso;375.76;403.7;306.3;489.3;427.6;314.8;507.8;423.8;328.4;526.0;297.4;226.5;404.7;1353.86;0.28;''
2023-04-19T08:30:00+02:00;PT15M;Onshore;Flanders;Dso;355.71;393.2;302.6;485.7;415.9;311.3;502.8;411.4;319.0;513.1;310.6;232.7;410.2;1353.86;0.26;''
2023-04-19T08:45:00+02:00;PT15M;Onshore;Flanders;Dso;331.3;384.6;297.5;480.7;401.1;306.5;498.9;396.1;308.7;498.9;324.8;239.8;418.2;1353.86;0.24;''
2023-04-19T09:00:00+02:00;PT15M;Onshore;Flanders;Dso;313.72;358.4;280.1;420.6;388.5;296.3;489.0;384.5;297.7;486.4;343.6;253.4;434.3;1353.86;0.23;''
